Date,Open,High,Low,Close,TrndrUp BBG,TrndrDown BBG,TrndrUp Rep,TrndrDown Rep,Trend
2024-11-26,2625.01,2641.95,2605.34,2633.15,2616.33,,2619.277481997633,,1
2024-11-27,2633.15,2658.25,2627.17,2636.02,2616.33,,2619.277481997633,,1
2024-11-28,2635.97,2649.69,2621.05,2637.92,2616.33,,2619.277481997633,,1
2024-11-29,2638.42,2666.36,2634.18,2643.15,2616.33,,2619.277481997633,,1
2024-12-02,2652.41,2652.81,2622.0,2639.13,2616.33,,2619.277481997633,,1
2024-12-03,2639.13,2655.63,2634.19,2643.49,2616.33,,2619.277481997633,,1
2024-12-04,2643.49,2657.21,2632.48,2649.9,2616.33,,2619.277481997633,,1
2024-12-05,2649.9,2655.54,2623.61,2631.67,2616.33,,2619.277481997633,,1
2024-12-06,2631.67,2645.67,2613.67,2633.37,2616.33,,2619.277481997633,,1
2024-12-09,2639.7,2676.43,2627.61,2660.3,2616.33,,2619.277481997633,,1
2024-12-10,2660.3,2695.62,2658.05,2694.25,2618.62,,2619.277481997633,,1
2024-12-11,2694.25,2721.14,2675.69,2718.23,2634.71,,2622.68702631792,,1
2024-12-12,2718.23,2726.23,2675.29,2680.73,2645.0,,2627.939716548409,,1
2024-12-13,2680.84,2692.84,2646.14,2648.23,2645.0,,2630.8434935315313,,1
2024-12-16,2650.49,2664.45,2643.6,2652.72,2645.0,,2633.2412406656695,,1
2024-12-17,2652.72,2658.72,2633.16,2646.83,2645.0,,2633.6650148330555,,1
2024-12-18,2644.54,2651.76,2584.02,2585.35,,2675.78,,2680.2135351253464,-1
2024-12-19,2585.65,2626.5,2583.57,2594.01,,2660.72,,2673.767543116421,-1
2024-12-20,2594.01,2631.9,2589.74,2622.91,,2654.01,,2669.336372730096,-1
2024-12-23,2621.11,2633.31,2608.25,2612.56,,2653.2,,2665.4331012343127,-1
2024-12-24,2612.56,2621.49,2610.12,2616.87,,2650.42,,2660.588167497389,-1
2024-12-26,2619.81,2639.22,2618.13,2633.58,,2650.42,,2659.3273737122263,-1
2024-12-27,2632.61,2638.35,2611.73,2621.4,,2650.42,,2658.3222975512613,-1
2024-12-30,2620.94,2628.14,2596.19,2606.5,,2649.62,,2656.3890671889294,-1
2024-12-31,2606.5,2627.59,2602.69,2624.5,,2647.41,,2654.94612850209,-1
2025-01-02,2625.31,2660.49,2621.79,2657.9,2596.58,,2603.334085738137,,1
2025-01-03,2657.87,2665.29,2636.85,2640.22,2606.7,,2606.047370724244,,1
2025-01-06,2640.47,2649.48,2614.81,2636.47,2606.7,,2606.047370724244,,1
2025-01-07,2636.47,2664.33,2633.03,2648.59,2611.67,,2608.0833673487286,,1
2025-01-08,2648.59,2669.98,2645.37,2661.94,2619.27,,2611.2029700919297,,1
2025-01-09,2662.21,2678.45,2655.63,2667.25,2627.61,,2616.193454949076,,1
2025-01-10,2667.25,2698.02,2663.99,2689.76,2642.11,,2622.581123509423,,1
2025-01-13,2689.89,2694.68,2656.9,2663.16,2646.24,,2628.6564255452035,,1
2025-01-14,2663.16,2678.34,2659.97,2677.46,2647.33,,2634.359753706074,,1
2025-01-15,2672.21,2697.55,2669.45,2696.32,2653.1,,2639.1339479313224,,1
2025-01-16,2694.4,2724.76,2690.09,2714.31,2667.03,,2645.755149096399,,1
2025-01-17,2714.07,2717.39,2699.19,2703.25,2675.52,,2652.0106609938607,,1
2025-01-20,2703.11,2713.81,2689.46,2708.21,2677.92,,2656.0570522626754,,1
2025-01-21,2708.77,2746.03,2702.87,2744.81,2686.48,,2661.7776967171535,,1
2025-01-22,2744.81,2763.47,2741.96,2756.48,2704.42,,2672.05067651691,,1
2025-01-23,2756.48,2758.93,2735.97,2754.87,2713.54,,2679.9203579769255,,1
2025-01-24,2754.87,2786.01,2753.69,2770.58,2727.22,,2689.5486708960457,,1
